15;"Выполнение каких работ на объектах не включает в себя лицензируемый вид деятельности по эксплуатации взрывопожароопасных и химических опасных производственных объектов I, II и III классов опасности?";"Использование воспламеняющихся, окисляющих, горючих, взрывчатых, токсичных, высокотоксичных веществ и веществ, представляющих опасность для окружающей среды, на взрывопожароопасных и химически опасных производственных объектах I, II, или III классов опасности;Получение расплавов черных или цветных металлов, сплавов на основе этих расплавов с применением оборудования, рассчитанного на максимальное количество расплава, составляющее 500 килограммов и более;trueРаботы, связанные с получением, использованием, переработкой, хранением, транспортированием и уничтожением взрывчатых материалов промышленного назначения;Использование (эксплуатация) на объектах оборудования, работающего под избыточным давлением более 0,07 мегапаскаля иных жидкостей при температуре, превышающей температуру их кипения при избыточном давлении 0,007 мегапаскаля"
15;"В случае если техническим регламентом не установлена иная форма оценки соответствия технического устройства, применяемого на опасном производственном объекте, обязательным требованиям к такому техническому устройству, то до начала эксплуатации оно подлежит:";"Техническому аудиту;Добровольной сертификации или добровольному декларированию соответствия по выбору производителя технического устройства;trueЭкспертизе промышленной безопасности"
15;"Какое количество экспертов должно быть в штате организации - соискателя лицензии по проведению экспертизы промышленной безопасности?";"trueНе менее 3 экспертов, аттестованных в областях аттестации, соответствующих заявляемым работам (услугам);Не менее 2 экспертов, аттестованных в областях аттестации, соответствующих заявляемым работам (услугам);Не менее 4 экспертов, аттестованных в области экспертизы промышленной безопасности"
15;"Чем регламентируется порядок проведения работ по установлению причин инцидентов на опасном производственном объекте?";"Документом, утвержденным организацией, эксплуатирующей опасные производственные объекты, по согласованию с представительным органом работников данной организации;trueДокументом, утвержденным организацией, эксплуатирующей опасный производственный объект;Документом, утвержденным организацией, эксплуатирующей опасный производственный объект, согласованным с органом исполнительной власти субъекта Российской Федерации, на территории которого находится опасный производственный объект"
15;"Кто обязан представлять в Ростехнадзор сведения, необходимые для формирования и ведения государственного реестра опасных производственных объектов?";"Территориальные органы Ростехнадзора;Территориальные органы МЧС России;trueЮридические лица независимо от организационно-правовой формы и индивидуальные предприниматели, осуществляющие эксплуатацию опасных производственных объектов;Федеральные государственные учреждения, эксплуатирующие опасные производственные объекты"
15;"Как производится ввод в эксплуатацию опасного производственного объекта?";"В порядке, установленном законодательством Российской Федерации о промышленной безопасности;trueВ порядке, установленном законодательством Российской Федерации о градостроительной деятельности;В порядке, установленном законодательством Российской Федерации о техническом регулировании"
15;"Какие квалификационные требования предъявляются к работнику, ответственному за осуществление производственного контроля?";"trueВысшее техническое образование, соответствующее профилю производственного объекта, стаж работы не менее 3 лет на соответствующей работе на опасном производственном объекте отрасли, удостоверение, подтверждающее прохождение аттестации по промышленной безопасности;Высшее техническое образование, общий стаж работы не менее 3 лет, удостоверение, подтверждающее прохождение аттестации по промышленной безопасности;Высшее или среднее техническое образование, стаж работы не менее 3 лет на соответствующей работе на опасном производственном объекте отрасли, удостоверение, подтверждающее прохождение аттестации по промышленной безопасности;Высшее образование, общий стаж работы не менее 3 лет, удостоверение, подтверждающее прохождение аттестации по промышленной безопасности"
15;"С какого момента считается введенным в действие XSD-описание, использующееся для формирования электронных документов?";"trueС момента его опубликования на сайте Ростехнадзора;С момента его подписания усиленной квалифицированной электронной подписью;С момента размещения сведений на Едином портале государственных и муниципальных услуг (функций)"
15;"Какой экспертизе подлежит декларация промышленной безопасности, разрабатываемая в составе документации на техническое перевооружение опасного производственного объекта?";"Экологической экспертизе в установленном порядке;Никакую экспертизу декларация промышленной безопасности проходить не должна;trueЭкспертизе промышленной безопасности в установленном порядке;Государственной экспертизе в соответствии с законодательством Российской Федерации о градостроительной деятельности"
16;"В каком из перечисленных случаев декларация промышленной безопасности находящегося в эксплуатации опасного производственного объекта не разрабатывается вновь?";"trueВ случае истечения девяти лет со дня внесения в реестр деклараций промышленной безопасности последней декларации промышленной безопасности;В случае изменения технологических процессов на опасном производственном объекте либо увеличения более чем на двадцать процентов количества опасных веществ, которые находятся или могут находиться на опасном производственном объекте;В случае изменения требований промышленной безопасности;По предписанию федерального органа исполнительной власти в области промышленной безопасности или его территориального органа в случае выявления несоответствия сведений, содержащихся в декларации промышленной безопасности, сведениям, полученным в ходе осуществления федерального государственного надзора в области промышленной безопасности"
16;"Что из перечисленного не подлежит экспертизе промышленной безопасности?";"Документация на техническое перевооружение, консервацию и ликвидацию опасного производственного объекта;Технические устройства, применяемые на опасном производственном объекте;Здания и сооружения на опасном производственном объекте, предназначенные для технологических процессов, хранения сырья или продукции, перемещения людей и грузов, локализации и ликвидации последствий аварий;trueДекларация промышленной безопасности, разрабатываемая в составе документации на техническое перевооружение (в случае, если указанная документация входит в состав проектной документации опасного производственного объекта, подлежащей экспертизе в соответствии с законодательством о градостроительной деятельности);Обоснование безопасности опасного производственного объекта, а также изменения, вносимые в обоснование безопасности опасного производственного объекта"
16;"Что из перечисленного не относится к обязанностям работника, ответственного за осуществление производственного контроля за соблюдением требований промышленной безопасности на опасных производственных объектах?";"Проведение комплексных и целевых проверок состояния промышленной безопасности, выявление опасных факторов на рабочих местах;Разработка плана работы по осуществлению производственного контроля в подразделениях эксплуатирующей организации;trueОрганизация и проведение работ по специальной оценке условий труда;Участие в техническом расследовании причин аварий, инцидентов и несчастных случаев"
16;"Кем устанавливаются порядок разработки и требования к содержанию планов мероприятий по локализации и ликвидации последствий аварий?";"Федеральной службой по экологическому, технологическому и атомному надзору;trueПравительством Российской Федерации;Министерством Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий"
16;"В какой срок эксплуатирующие организации и индивидуальные предприниматели обязаны предоставить в регистрирующий орган сведения, характеризующие опасные производственные объекты?";"Не позднее трех месяцев с даты начала эксплуатации;trueНе позднее 10 рабочих дней со дня начала их эксплуатации;Не позднее 30 рабочих дней со дня начала их эксплуатации;Срок предоставления сведений не регламентирован"
16;"С какой периодичностью организация, эксплуатирующая опасные производственные объекты, должна направлять информацию об инцидентах, происшедших на опасных производственных объектах, в территориальный орган Ростехнадзора?";"Информация об инцидентах не сообщается в Ростехнадзор и его территориальные органы;trueЕжеквартально;Информация направляется раз в три месяца при наличии инцидентов;Ежегодно, независимо от того, были инциденты или нет"
16;"Какие из перечисленных требований не являются лицензионными требованиями к лицензиату при осуществлении им лицензируемой деятельности по проведению экспертизы промышленной безопасности?";"trueНаличие дипломов о высшем техническом образовании, соответствующем заявляемым работам (услугам) как минимум у 3 специалистов, состоящих в штате организации и для которых работа в данной организации является основной;Наличие в штате лицензиата как минимум 3 экспертов, которые соответствуют требованиям, установленным федеральными нормами и правилами в области промышленной безопасности, и аттестованы в порядке, установленном Правительством Российской Федерации, в области аттестации, соответствующей заявляемым работам (услугам), и для которых работа в этой организации является основной;Проведение экспертизы в соответствии с работами (услугами), указанными в лицензии, экспертами, соответствующими требованиям, установленным федеральными нормами и правилами в области промышленной безопасности, и аттестованными в порядке, установленном Правительством Российской Федерации;Проведение экспертизы и оформление результатов экспертизы в соответствии с требованиями, установленными нормативными правовыми актами Российской Федерации в области промышленной безопасности"
16;"Машины и оборудование, находящиеся в эксплуатации или изготовленные для собственных нужд, не подлежат:";"trueДекларированию соответствия или обязательной сертификации;Техническому аудиту;Экспертизе промышленной безопасности, если иные формы соответствия не установлены в технических регламентах"
16;"Кто проводит строительный контроль?";"Саморегулируемая организация;Федеральный орган исполнительной власти, уполномоченный на осуществление строительного надзора;Органы исполнительной власти субъектов Российской Федерации, уполномоченные на осуществление регионального строительного надзора;trueПодрядчик и застройщик, технический заказчик, лицо, ответственное за эксплуатацию здания, сооружения либо организация, осуществляющая подготовку проектной документации и привлеченная техническим заказчиком (застройщиком) по договору для осуществления строительного контроля"
16;"В каком случае должностные лица Ростехнадзора вправе привлекать к административной ответственности лиц, виновных в нарушении требований промышленной безопасности?";"Это не относится к их компетенции;trueПри осуществлении федерального государственного надзора в области промышленной безопасности;Только если это сопряжено с направлением в суд материалов о привлечении указанных лиц к уголовной ответственности"
